TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,29791,49653,100000,100000,0
1,100,18756,31261,100000,100000,0
2,100,5352,8920,100000,100000,0
3,100,1326,2211,150000,150000,0
4,100,61142,101904,150000,150000,0
5,100,16910,28184,200000,200000,0
6,100,8121,13536,200000,200000,0
7,100,5799,9665,200000,200000,0
8,100,31537,52562,250000,250000,0
9,100,31092,51821,300000,300000,0
10,100,176367,293946,300000,300000,0
11,100,34018,56697,500000,500000,0
12,100,92032,153388,600000,600000,0
13,100,12002,20004,650000,650000,0
14,100,221143,368573,950000,950000,0
