TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,18139,30233,100000,100000,0
1,100,11916,19861,100000,100000,0
2,100,42228,70381,150000,150000,0
3,100,39668,66114,150000,150000,0
4,100,36665,61109,150000,150000,0
5,100,2909,4849,150000,150000,0
6,100,27943,46572,200000,200000,0
7,100,50615,84359,250000,250000,0
8,100,40116,66861,250000,250000,0
9,100,100601,167669,450000,450000,0
10,100,39337,65563,500000,500000,0
11,100,144105,240175,500000,500000,0
12,100,59292,98820,600000,600000,0
13,100,38173,63622,650000,650000,0
14,100,31177,51962,800000,800000,0
