TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,23718,39530,100000,100000,0
1,100,944,1574,100000,100000,0
2,100,16266,27111,150000,150000,0
3,100,3936,6560,200000,200000,0
4,100,26274,43791,200000,200000,0
5,100,22207,37013,250000,250000,0
6,100,47652,79420,300000,300000,0
7,100,89871,149786,300000,300000,0
8,100,120181,200303,300000,300000,0
9,100,192809,321349,350000,350000,0
10,100,17228,28714,400000,400000,0
11,100,13875,23125,450000,450000,0
12,100,96437,160729,500000,500000,0
13,100,33966,56610,600000,600000,0
14,100,57387,95646,800000,800000,0
