TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,15646,26077,100000,100000,0
1,100,2685,4475,100000,100000,0
2,100,29475,49125,100000,100000,0
3,100,25023,41705,100000,100000,0
4,100,18321,30536,100000,100000,0
5,100,16692,27821,150000,150000,0
6,100,1958,3264,150000,150000,0
7,100,13761,22936,150000,150000,0
8,100,70365,117276,200000,200000,0
9,100,18438,30730,250000,250000,0
10,100,53487,89146,250000,250000,0
11,100,10369,17283,250000,250000,0
12,100,120478,200798,300000,300000,0
13,100,66352,110587,500000,500000,0
14,100,37091,61819,650000,650000,0
