TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,10480,17468,100000,100000,0
1,100,25035,41726,100000,100000,0
2,100,1582,2637,100000,100000,0
3,100,10039,16733,150000,150000,0
4,100,48612,81021,250000,250000,0
5,100,21357,35595,250000,250000,0
6,100,42447,70746,250000,250000,0
7,100,8052,13421,250000,250000,0
8,100,79281,132136,250000,250000,0
9,100,17228,28714,350000,350000,0
10,100,77402,129004,350000,350000,0
11,100,95423,159039,650000,650000,0
12,100,87651,146085,700000,700000,0
13,100,211929,353215,750000,750000,0
14,100,270470,450784,800000,800000,0
