TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,27223,45372,100000,100000,0
1,100,12323,20539,100000,100000,0
2,100,33487,55812,150000,150000,0
3,100,41524,69208,150000,150000,0
4,100,38817,64695,150000,150000,0
5,100,15412,25687,150000,150000,0
6,100,21547,35913,150000,150000,0
7,100,40779,67965,200000,200000,0
8,100,60448,100747,250000,250000,0
9,100,24666,41110,300000,300000,0
10,100,14387,23979,350000,350000,0
11,100,106568,177614,650000,650000,0
12,100,40084,66807,650000,650000,0
13,100,14383,23973,700000,700000,0
14,100,138050,230084,750000,750000,0
