TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,4378,7297,100000,100000,0
1,100,23831,39719,100000,100000,0
2,100,81138,135230,150000,150000,0
3,100,4704,7841,150000,150000,0
4,100,8624,14374,150000,150000,0
5,100,10918,18198,150000,150000,0
6,100,16470,27451,150000,150000,0
7,100,1924,3208,200000,200000,0
8,100,79686,132810,200000,200000,0
9,100,48103,80173,300000,300000,0
10,100,77724,129541,400000,400000,0
11,100,59776,99628,450000,450000,0
12,100,134943,224906,450000,450000,0
13,100,40522,67538,450000,450000,0
14,100,18032,30054,900000,900000,0
