TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,28931,48219,100000,100000,0
1,100,2777,4629,150000,150000,0
2,100,27295,45492,200000,200000,0
3,100,50257,83763,250000,250000,0
4,100,39379,65633,250000,250000,0
5,100,67047,111746,300000,300000,0
6,100,104370,173951,350000,350000,0
7,100,52143,86906,450000,450000,0
8,100,47844,79740,500000,500000,0
9,100,22393,37323,600000,600000,0
10,100,53119,88532,700000,700000,0
11,100,172398,287331,700000,700000,0
12,100,201681,336135,750000,750000,0
13,100,152178,253630,850000,850000,0
14,100,47972,79954,850000,850000,0
