TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,8410,14017,100000,100000,0
1,100,13721,22869,100000,100000,0
2,100,18742,31238,100000,100000,0
3,100,28650,47750,150000,150000,0
4,100,22794,37990,200000,200000,0
5,100,47921,79869,250000,250000,0
6,100,47927,79879,250000,250000,0
7,100,45856,76428,250000,250000,0
8,100,13952,23254,300000,300000,0
9,100,75552,125921,450000,450000,0
10,100,92924,154874,600000,600000,0
11,100,115026,191710,600000,600000,0
12,100,123358,205597,650000,650000,0
13,100,132862,221437,750000,750000,0
14,100,153220,255368,800000,800000,0
