TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,5087,8479,150000,150000,0
1,100,11212,18687,200000,200000,0
2,100,16177,26963,200000,200000,0
3,100,13026,21711,200000,200000,0
4,100,9120,15201,200000,200000,0
5,100,14519,24199,200000,200000,0
6,100,13816,23028,200000,200000,0
7,100,5529,9216,200000,200000,0
8,100,1819,3033,250000,250000,0
9,100,23966,39944,300000,300000,0
10,100,27328,45548,350000,350000,0
11,100,20397,33996,400000,400000,0
12,100,30247,50413,400000,400000,0
13,100,24312,40521,400000,400000,0
14,100,21948,36581,550000,550000,0
15,100,60802,101338,750000,750000,0
16,100,16890,28150,800000,800000,0
17,100,11455,19093,800000,800000,0
