TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,5910,9850,100000,100000,0
1,100,5228,8714,150000,150000,0
2,100,21735,36226,150000,150000,0
3,100,502,838,150000,150000,0
4,100,709,1183,150000,150000,0
5,100,1610,2684,200000,200000,0
6,100,1571,2619,250000,250000,0
7,100,2520,4200,250000,250000,0
8,100,9782,16304,350000,350000,0
9,100,4977,8295,400000,400000,0
10,100,10221,17035,450000,450000,0
11,100,1059,1766,500000,500000,0
12,100,9138,15230,600000,600000,0
13,100,604,1008,600000,600000,0
14,100,59247,98746,700000,700000,0
15,100,13938,23231,750000,750000,0
16,100,344580,574300,750000,750000,0
17,100,35592,59321,800000,800000,0
