TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,1572,2621,100000,100000,0
1,100,7687,12813,100000,100000,0
2,100,7529,12549,100000,100000,0
3,100,11047,18412,150000,150000,0
4,100,1209,2016,150000,150000,0
5,100,9266,15444,150000,150000,0
6,100,11515,19192,200000,200000,0
7,100,8448,14081,200000,200000,0
8,100,21435,35725,300000,300000,0
9,100,15874,26458,300000,300000,0
10,100,6895,11493,300000,300000,0
11,100,22923,38206,350000,350000,0
12,100,24054,40090,350000,350000,0
13,100,21749,36249,600000,600000,0
14,100,17896,29828,600000,600000,0
15,100,57282,95471,750000,750000,0
16,100,40632,67720,850000,850000,0
17,100,69249,115416,900000,900000,0
