TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,597,996,100000,100000,0
1,100,835,1392,100000,100000,0
2,100,7202,12004,200000,200000,0
3,100,2194,3658,200000,200000,0
4,100,56389,93983,200000,200000,0
5,100,16129,26882,200000,200000,0
6,100,953,1589,250000,250000,0
7,100,16010,26684,250000,250000,0
8,100,12957,21595,300000,300000,0
9,100,9033,15055,300000,300000,0
10,100,8799,14666,350000,350000,0
11,100,7308,12180,350000,350000,0
12,100,20881,34803,400000,400000,0
13,100,5557,9262,400000,400000,0
14,100,78581,130969,500000,500000,0
15,100,79979,133299,750000,750000,0
16,100,1462,2438,800000,800000,0
17,100,13734,22890,800000,800000,0
