TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,8459,14099,100000,100000,0
1,100,4391,7319,100000,100000,0
2,100,8215,13693,150000,150000,0
3,100,9694,16158,150000,150000,0
4,100,7418,12364,150000,150000,0
5,100,13822,23038,200000,200000,0
6,100,20666,34444,250000,250000,0
7,100,14959,24933,250000,250000,0
8,100,9667,16112,300000,300000,0
9,100,24043,40072,300000,300000,0
10,100,5942,9904,300000,300000,0
11,100,4006,6678,300000,300000,0
12,100,15267,25445,400000,400000,0
13,100,30780,51300,400000,400000,0
14,100,4050,6750,600000,600000,0
15,100,19576,32628,750000,750000,0
16,100,62256,103761,850000,850000,0
17,100,75820,126367,900000,900000,0
