TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,6552,10921,100000,100000,0
1,100,3561,5936,100000,100000,0
2,100,2531,4219,100000,100000,0
3,100,10960,18268,100000,100000,0
4,100,20697,34495,150000,150000,0
5,100,907,1512,150000,150000,0
6,100,4180,6968,250000,250000,0
7,100,14544,24240,300000,300000,0
8,100,40816,68028,450000,450000,0
9,100,38331,63886,500000,500000,0
10,100,18127,30212,600000,600000,0
11,100,7747,12912,600000,600000,0
12,100,36609,61016,650000,650000,0
13,100,2053,3423,700000,700000,0
14,100,7023,11706,750000,750000,0
15,100,129801,216336,750000,750000,0
16,100,31242,52071,750000,750000,0
17,100,18756,31260,900000,900000,0
