TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,2259,3765,100000,100000,0
1,100,315,526,150000,150000,0
2,100,499,833,150000,150000,0
3,100,69210,115350,150000,150000,0
4,100,12652,21087,150000,150000,0
5,100,5203,8672,150000,150000,0
6,100,11771,19619,200000,200000,0
7,100,2004,3340,200000,200000,0
8,100,2473,4123,200000,200000,0
9,100,1561,2603,250000,250000,0
10,100,36148,60247,250000,250000,0
11,100,1646,2744,350000,350000,0
12,100,17715,29526,400000,400000,0
13,100,4802,8004,600000,600000,0
14,100,10600,17668,700000,700000,0
15,100,700,1168,700000,700000,0
16,100,20855,34759,750000,750000,0
17,100,14785,24643,800000,800000,0
