TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,787,1312,100000,100000,0
1,100,6535,10893,150000,150000,0
2,100,13206,22011,150000,150000,0
3,100,9105,15176,150000,150000,0
4,100,7399,12332,200000,200000,0
5,100,6577,10962,250000,250000,0
6,100,3276,5460,300000,300000,0
7,100,84114,140190,400000,400000,0
8,100,7144,11908,400000,400000,0
9,100,74121,123536,500000,500000,0
10,100,7828,13048,550000,550000,0
11,100,13116,21861,600000,600000,0
12,100,3034,5057,600000,600000,0
13,100,20350,33918,650000,650000,0
14,100,47109,78515,650000,650000,0
15,100,1586,2644,650000,650000,0
16,100,38493,64155,750000,750000,0
17,100,82857,138095,750000,750000,0
