TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,12024,20040,100000,100000,0
1,100,11255,18759,100000,100000,0
2,100,9015,15026,100000,100000,0
3,100,1288,2148,150000,150000,0
4,100,4962,8270,150000,150000,0
5,100,25191,41985,250000,250000,0
6,100,11136,18561,250000,250000,0
7,100,17226,28711,300000,300000,0
8,100,5341,8902,300000,300000,0
9,100,11598,19331,300000,300000,0
10,100,25299,42165,350000,350000,0
11,100,4590,7650,350000,350000,0
12,100,40375,67293,500000,500000,0
13,100,11340,18900,500000,500000,0
14,100,45189,75315,700000,700000,0
15,100,2958,4931,700000,700000,0
16,100,19435,32392,700000,700000,0
17,100,40624,67707,800000,800000,0
