TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,6170,10284,100000,100000,0
1,100,1605,2675,100000,100000,0
2,100,9955,16593,100000,100000,0
3,100,8623,14373,100000,100000,0
4,100,10164,16940,150000,150000,0
5,100,2128,3548,200000,200000,0
6,100,14778,24630,200000,200000,0
7,100,29232,48720,300000,300000,0
8,100,15411,25685,350000,350000,0
9,100,12169,20282,450000,450000,0
10,100,27867,46445,500000,500000,0
11,100,22978,38297,600000,600000,0
12,100,55338,92230,600000,600000,0
13,100,32398,53997,650000,650000,0
14,100,22844,38074,700000,700000,0
15,100,3707,6179,700000,700000,0
16,100,60051,100086,750000,750000,0
17,100,19364,32274,900000,900000,0
