TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,3835,6393,100000,100000,0
1,100,6125,10209,100000,100000,0
2,100,5705,9509,100000,100000,0
3,100,5877,9796,100000,100000,0
4,100,6093,10155,100000,100000,0
5,100,9169,15282,150000,150000,0
6,100,12253,20423,200000,200000,0
7,100,12253,20422,200000,200000,0
8,100,13618,22697,250000,250000,0
9,100,14970,24951,250000,250000,0
10,100,15138,25230,250000,250000,0
11,100,15223,25372,300000,300000,0
12,100,13654,22757,300000,300000,0
13,100,5678,9464,350000,350000,0
14,100,39793,66323,650000,650000,0
15,100,42888,71480,700000,700000,0
16,100,21591,35986,750000,750000,0
17,100,55141,91903,900000,900000,0
