TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,2081,3469,100000,100000,0
1,100,885,1476,100000,100000,0
2,100,303,505,100000,100000,0
3,100,1401,2335,100000,100000,0
4,100,34847,58079,100000,100000,0
5,100,670,1118,100000,100000,0
6,100,15695,26159,100000,100000,0
7,100,10915,18193,150000,150000,0
8,100,217,362,150000,150000,0
9,100,4555,7593,150000,150000,0
10,100,4290,7150,250000,250000,0
11,100,29912,49854,300000,300000,0
12,100,2150,3584,450000,450000,0
13,100,5637,9395,500000,500000,0
14,100,22590,37650,500000,500000,0
15,100,25797,42996,700000,700000,0
16,100,17602,29338,700000,700000,0
17,100,45138,75230,800000,800000,0
