TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,6511,10852,100000,100000,0
1,100,7999,13332,100000,100000,0
2,100,1088,1814,150000,150000,0
3,100,16203,27006,200000,200000,0
4,100,14524,24208,200000,200000,0
5,100,11384,18974,250000,250000,0
6,100,4998,8330,350000,350000,0
7,100,9654,16091,350000,350000,0
8,100,13942,23238,350000,350000,0
9,100,32481,54135,400000,400000,0
10,100,15231,25386,450000,450000,0
11,100,28014,46690,550000,550000,0
12,100,11582,19304,550000,550000,0
13,100,33607,56012,600000,600000,0
14,100,48363,80605,700000,700000,0
15,100,42523,70873,700000,700000,0
16,100,54716,91194,700000,700000,0
17,100,68107,113513,900000,900000,0
