TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,3414,5691,100000,100000,0
1,100,10926,18211,100000,100000,0
2,100,9910,16518,100000,100000,0
3,100,4567,7612,100000,100000,0
4,100,3978,6630,100000,100000,0
5,100,14558,24264,200000,200000,0
6,100,885,1476,200000,200000,0
7,100,16162,26937,200000,200000,0
8,100,23060,38434,200000,200000,0
9,100,7062,11771,300000,300000,0
10,100,26144,43574,400000,400000,0
11,100,3594,5990,400000,400000,0
12,100,14370,23951,500000,500000,0
13,100,9264,15440,500000,500000,0
14,100,44771,74619,500000,500000,0
15,100,28530,47550,550000,550000,0
16,100,32127,53546,550000,550000,0
17,100,7524,12541,550000,550000,0
