TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,11303,18839,100000,100000,0
1,100,2922,4870,100000,100000,0
2,100,7858,13098,150000,150000,0
3,100,13380,22300,150000,150000,0
4,100,2833,4722,150000,150000,0
5,100,8831,14719,150000,150000,0
6,100,11555,19259,250000,250000,0
7,100,5992,9987,250000,250000,0
8,100,16431,27386,250000,250000,0
9,100,21902,36504,300000,300000,0
10,100,29484,49140,300000,300000,0
11,100,1585,2642,350000,350000,0
12,100,40400,67334,500000,500000,0
13,100,53846,89744,500000,500000,0
14,100,8378,13964,600000,600000,0
15,100,24267,40445,700000,700000,0
16,100,6886,11477,750000,750000,0
17,100,34276,57127,850000,850000,0
