TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,225,376,100000,100000,0
1,100,8756,14594,100000,100000,0
2,100,535,893,150000,150000,0
3,100,9235,15393,150000,150000,0
4,100,2947,4912,150000,150000,0
5,100,2638,4398,200000,200000,0
6,100,3225,5376,200000,200000,0
7,100,9152,15254,250000,250000,0
8,100,5992,9988,250000,250000,0
9,100,13970,23284,300000,300000,0
10,100,3746,6244,350000,350000,0
11,100,2268,3780,450000,450000,0
12,100,16188,26981,550000,550000,0
13,100,4013,6689,600000,600000,0
14,100,263673,439456,600000,600000,0
15,100,103551,172585,700000,700000,0
16,100,7704,12840,900000,900000,0
17,100,968,1614,900000,900000,0
