TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,6526,10878,100000,100000,0
1,100,3454,5757,100000,100000,0
2,100,7890,13151,100000,100000,0
3,100,2203,3672,150000,150000,0
4,100,11982,19970,150000,150000,0
5,100,6081,10135,150000,150000,0
6,100,4321,7202,200000,200000,0
7,100,9241,15403,200000,200000,0
8,100,13804,23007,200000,200000,0
9,100,18078,30131,250000,250000,0
10,100,22530,37550,300000,300000,0
11,100,23197,38662,300000,300000,0
12,100,8469,14115,300000,300000,0
13,100,20614,34357,400000,400000,0
14,100,25424,42374,450000,450000,0
15,100,4116,6861,550000,550000,0
16,100,48867,81446,800000,800000,0
17,100,71769,119615,900000,900000,0
