TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,16339,27233,100000,100000,0
1,100,1752,2921,100000,100000,0
2,100,9112,15187,100000,100000,0
3,100,7765,12943,100000,100000,0
4,100,3142,5238,100000,100000,0
5,100,7486,12478,150000,150000,0
6,100,956,1594,150000,150000,0
7,100,16327,27212,150000,150000,0
8,100,9235,15392,250000,250000,0
9,100,17319,28865,300000,300000,0
10,100,6537,10896,300000,300000,0
11,100,4746,7911,350000,350000,0
12,100,11882,19804,450000,450000,0
13,100,60498,100831,450000,450000,0
14,100,1549,2582,500000,500000,0
15,100,40088,66814,600000,600000,0
16,100,34444,57407,800000,800000,0
17,100,7885,13142,800000,800000,0
