TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,5907,9845,100000,100000,0
1,100,477,796,100000,100000,0
2,100,4970,8284,100000,100000,0
3,100,33507,55846,150000,150000,0
4,100,22619,37699,150000,150000,0
5,100,345,575,150000,150000,0
6,100,2071,3452,200000,200000,0
7,100,4250,7084,250000,250000,0
8,100,27550,45917,250000,250000,0
9,100,8892,14821,250000,250000,0
10,100,10508,17514,250000,250000,0
11,100,21282,35470,300000,300000,0
12,100,10504,17507,350000,350000,0
13,100,30397,50663,350000,350000,0
14,100,2981,4969,400000,400000,0
15,100,13554,22591,650000,650000,0
16,100,8789,14649,650000,650000,0
17,100,20124,33540,800000,800000,0
