TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,3835,6392,100000,100000,0
1,100,12166,20277,100000,100000,0
2,100,417,695,100000,100000,0
3,100,13546,22577,150000,150000,0
4,100,3366,5611,150000,150000,0
5,100,4124,6874,150000,150000,0
6,100,8571,14285,150000,150000,0
7,100,14425,24042,200000,200000,0
8,100,20240,33734,200000,200000,0
9,100,16080,26801,250000,250000,0
10,100,3240,5401,250000,250000,0
11,100,13270,22117,300000,300000,0
12,100,6162,10271,350000,350000,0
13,100,32286,53810,400000,400000,0
14,100,16395,27326,500000,500000,0
15,100,68082,113471,600000,600000,0
16,100,35332,58888,700000,700000,0
17,100,7215,12026,850000,850000,0
