TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,9324,15540,150000,150000,0
1,100,3601,6003,150000,150000,0
2,100,4650,7751,150000,150000,0
3,100,11200,18667,150000,150000,0
4,100,6516,10861,150000,150000,0
5,100,10260,17101,150000,150000,0
6,100,3303,5506,200000,200000,0
7,100,14149,23582,200000,200000,0
8,100,13108,21848,200000,200000,0
9,100,9370,15617,250000,250000,0
10,100,18760,31268,250000,250000,0
11,100,17115,28525,350000,350000,0
12,100,23302,38838,400000,400000,0
13,100,29548,49248,400000,400000,0
14,100,30002,50004,400000,400000,0
15,100,26918,44864,500000,500000,0
16,100,36283,60473,500000,500000,0
17,100,4255,7093,500000,500000,0
