TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,618,1030,100000,100000,0
1,100,9089,15149,100000,100000,0
2,100,2575,4292,100000,100000,0
3,100,1434,2390,150000,150000,0
4,100,16399,27332,150000,150000,0
5,100,16515,27525,250000,250000,0
6,100,5305,8843,250000,250000,0
7,100,5113,8523,300000,300000,0
8,100,14719,24532,300000,300000,0
9,100,14778,24631,350000,350000,0
10,100,10746,17910,350000,350000,0
11,100,1200,2000,400000,400000,0
12,100,5269,8782,400000,400000,0
13,100,54626,91044,400000,400000,0
14,100,19885,33143,550000,550000,0
15,100,42396,70660,550000,550000,0
16,100,39829,66383,700000,700000,0
17,100,126801,211335,750000,750000,0
