TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,6621,11036,100000,100000,0
1,100,60285,100476,150000,150000,0
2,100,13926,23211,150000,150000,0
3,100,181,303,150000,150000,0
4,100,1917,3196,200000,200000,0
5,100,4483,7472,250000,250000,0
6,100,1877,3129,250000,250000,0
7,100,1700,2834,300000,300000,0
8,100,14007,23346,350000,350000,0
9,100,5884,9808,400000,400000,0
10,100,1611,2685,400000,400000,0
11,100,61067,101779,400000,400000,0
12,100,1020,1701,400000,400000,0
13,100,25277,42129,500000,500000,0
14,100,7777,12963,650000,650000,0
15,100,14155,23593,650000,650000,0
16,100,17203,28673,650000,650000,0
17,100,24265,40442,750000,750000,0
