TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,56393,93989,100000,100000,0
1,100,1360,2267,100000,100000,0
2,100,447,746,100000,100000,0
3,100,1086,1811,150000,150000,0
4,100,355,592,150000,150000,0
5,100,863,1439,150000,150000,0
6,100,6574,10958,250000,250000,0
7,100,5209,8682,250000,250000,0
8,100,176,294,250000,250000,0
9,100,8522,14204,250000,250000,0
10,100,11559,19266,250000,250000,0
11,100,37317,62195,300000,300000,0
12,100,6706,11178,400000,400000,0
13,100,597,995,400000,400000,0
14,100,1510,2517,450000,450000,0
15,100,5536,9227,500000,500000,0
16,100,8091,13486,900000,900000,0
17,100,64934,108224,950000,950000,0
