TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,7143,11906,100000,100000,0
1,100,5598,9331,100000,100000,0
2,100,2152,3588,100000,100000,0
3,100,3163,5272,100000,100000,0
4,100,1236,2061,100000,100000,0
5,100,1684,2807,100000,100000,0
6,100,9500,15834,150000,150000,0
7,100,1615,2693,200000,200000,0
8,100,29289,48816,250000,250000,0
9,100,17189,28649,400000,400000,0
10,100,41157,68595,400000,400000,0
11,100,1783,2972,450000,450000,0
12,100,52320,87200,650000,650000,0
13,100,82983,138305,650000,650000,0
14,100,19836,33061,750000,750000,0
15,100,72655,121093,800000,800000,0
16,100,29703,49505,800000,800000,0
17,100,44310,73850,900000,900000,0
