TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,7129,11883,100000,100000,0
1,100,3238,5398,100000,100000,0
2,100,4481,7469,100000,100000,0
3,100,6547,10913,100000,100000,0
4,100,9373,15622,150000,150000,0
5,100,2620,4368,150000,150000,0
6,100,7516,12528,150000,150000,0
7,100,13972,23288,200000,200000,0
8,100,13704,22841,250000,250000,0
9,100,17681,29469,300000,300000,0
10,100,21845,36409,300000,300000,0
11,100,13618,22698,350000,350000,0
12,100,36519,60866,500000,500000,0
13,100,5436,9060,600000,600000,0
14,100,40760,67934,600000,600000,0
15,100,15149,25249,600000,600000,0
16,100,43361,72269,600000,600000,0
17,100,69370,115617,950000,950000,0
