TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,4518,7530,100000,100000,0
1,100,36784,61308,100000,100000,0
2,100,9814,16358,100000,100000,0
3,100,4410,7350,150000,150000,0
4,100,32715,54525,150000,150000,0
5,100,12363,20606,200000,200000,0
6,100,66943,111572,200000,200000,0
7,100,32662,54438,200000,200000,0
8,100,72361,120603,250000,250000,0
9,100,34950,58251,250000,250000,0
10,100,62756,104594,250000,250000,0
11,100,7183,11972,500000,500000,0
12,100,122974,204958,650000,650000,0
13,100,82735,137893,700000,700000,0
14,100,63539,105899,800000,800000,0
