TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,40906,68178,100000,100000,0
1,100,53287,88813,150000,150000,0
2,100,8418,14031,150000,150000,0
3,100,44346,73910,150000,150000,0
4,100,18091,30152,200000,200000,0
5,100,49978,83297,200000,200000,0
6,100,39370,65618,300000,300000,0
7,100,74539,124233,350000,350000,0
8,100,43950,73251,400000,400000,0
9,100,72765,121275,400000,400000,0
10,100,69757,116263,450000,450000,0
11,100,24453,40755,600000,600000,0
12,100,58101,96835,800000,800000,0
13,100,21085,35143,800000,800000,0
14,100,12165,20276,950000,950000,0
