TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,8662,14437,100000,100000,0
1,100,3278,5464,100000,100000,0
2,100,5004,8340,100000,100000,0
3,100,18986,31644,150000,150000,0
4,100,10194,16991,150000,150000,0
5,100,22220,37034,150000,150000,0
6,100,25648,42747,150000,150000,0
7,100,21224,35374,200000,200000,0
8,100,44320,73867,200000,200000,0
9,100,83194,138657,250000,250000,0
10,100,87521,145869,350000,350000,0
11,100,78149,130249,400000,400000,0
12,100,156858,261431,500000,500000,0
13,100,9674,16124,600000,600000,0
14,100,267026,445044,950000,950000,0
