TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,19311,32185,100000,100000,0
1,100,32187,53646,100000,100000,0
2,100,25068,41780,100000,100000,0
3,100,22044,36740,100000,100000,0
4,100,9828,16380,150000,150000,0
5,100,12567,20945,150000,150000,0
6,100,33618,56031,200000,200000,0
7,100,3853,6423,250000,250000,0
8,100,12025,20043,250000,250000,0
9,100,86428,144048,250000,250000,0
10,100,49327,82213,400000,400000,0
11,100,15714,26190,500000,500000,0
12,100,56647,94413,550000,550000,0
13,100,156510,260851,550000,550000,0
14,100,130443,217405,900000,900000,0
