TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,18460,30767,100000,100000,0
1,100,4158,6930,100000,100000,0
2,100,6231,10386,100000,100000,0
3,100,27450,45751,100000,100000,0
4,100,15541,25902,150000,150000,0
5,100,40542,67570,150000,150000,0
6,100,30622,51038,150000,150000,0
7,100,24701,41169,150000,150000,0
8,100,16600,27667,200000,200000,0
9,100,51506,85844,200000,200000,0
10,100,24823,41372,200000,200000,0
11,100,36122,60204,250000,250000,0
12,100,89251,148753,400000,400000,0
13,100,14565,24275,700000,700000,0
14,100,180879,301465,750000,750000,0
