TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,23041,38402,100000,100000,0
1,100,10291,17153,100000,100000,0
2,100,22788,37980,100000,100000,0
3,100,8200,13668,150000,150000,0
4,100,48212,80354,250000,250000,0
5,100,43317,72195,300000,300000,0
6,100,66809,111349,300000,300000,0
7,100,53587,89313,300000,300000,0
8,100,8436,14060,300000,300000,0
9,100,86007,143345,400000,400000,0
10,100,92259,153765,450000,450000,0
11,100,93397,155663,750000,750000,0
12,100,67678,112798,850000,850000,0
13,100,146202,243670,900000,900000,0
14,100,207697,346162,900000,900000,0
