TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,20557,34262,100000,100000,0
1,100,6770,11284,100000,100000,0
2,100,8937,14895,100000,100000,0
3,100,11050,18418,100000,100000,0
4,100,4556,7594,100000,100000,0
5,100,2298,3831,100000,100000,0
6,100,17009,28349,100000,100000,0
7,100,49503,82505,200000,200000,0
8,100,58924,98208,250000,250000,0
9,100,39318,65530,300000,300000,0
10,100,128790,214651,500000,500000,0
11,100,75477,125795,500000,500000,0
12,100,121818,203030,550000,550000,0
13,100,191640,319401,750000,750000,0
14,100,160106,266844,850000,850000,0
