TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,7153,11922,100000,100000,0
1,100,24949,41583,100000,100000,0
2,100,16276,27127,150000,150000,0
3,100,36121,60203,200000,200000,0
4,100,17841,29736,200000,200000,0
5,100,2512,4188,200000,200000,0
6,100,59286,98811,200000,200000,0
7,100,52992,88321,250000,250000,0
8,100,6470,10784,250000,250000,0
9,100,89638,149397,250000,250000,0
10,100,124963,208272,300000,300000,0
11,100,18025,30043,450000,450000,0
12,100,58411,97352,450000,450000,0
13,100,69117,115195,450000,450000,0
14,100,52461,87435,950000,950000,0
