TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,6348,10580,100000,100000,0
1,100,15425,25709,100000,100000,0
2,100,51842,86404,250000,250000,0
3,100,63370,105618,300000,300000,0
4,100,64222,107037,300000,300000,0
5,100,58012,96687,300000,300000,0
6,100,31704,52841,350000,350000,0
7,100,70518,117531,350000,350000,0
8,100,54355,90592,400000,400000,0
9,100,85335,142226,400000,400000,0
10,100,73154,121924,400000,400000,0
11,100,51612,86020,450000,450000,0
12,100,16654,27758,500000,500000,0
13,100,149893,249822,700000,700000,0
14,100,135907,226513,800000,800000,0
