TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,15072,25121,100000,100000,0
1,100,23591,39319,100000,100000,0
2,100,8913,14855,100000,100000,0
3,100,13080,21801,100000,100000,0
4,100,4541,7569,100000,100000,0
5,100,25815,43025,100000,100000,0
6,100,2290,3817,100000,100000,0
7,100,10125,16876,150000,150000,0
8,100,30831,51386,150000,150000,0
9,100,22050,36751,200000,200000,0
10,100,86758,144597,350000,350000,0
11,100,75296,125494,400000,400000,0
12,100,67964,113274,400000,400000,0
13,100,153619,256033,600000,600000,0
14,100,155097,258495,700000,700000,0
