TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,16464,27441,100000,100000,0
1,100,8296,13828,100000,100000,0
2,100,10357,17262,100000,100000,0
3,100,8313,13855,200000,200000,0
4,100,54070,90118,200000,200000,0
5,100,24816,41361,200000,200000,0
6,100,60298,100498,250000,250000,0
7,100,61243,102072,300000,300000,0
8,100,77274,128791,300000,300000,0
9,100,64605,107675,350000,350000,0
10,100,7278,12131,350000,350000,0
11,100,78097,130162,350000,350000,0
12,100,96108,160181,350000,350000,0
13,100,65005,108343,450000,450000,0
14,100,34262,57104,550000,550000,0
