TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,13774,22958,100000,100000,0
1,100,21108,35181,100000,100000,0
2,100,3428,5714,100000,100000,0
3,100,25637,42729,150000,150000,0
4,100,17506,29178,150000,150000,0
5,100,23365,38943,150000,150000,0
6,100,30098,50164,150000,150000,0
7,100,42333,70555,200000,200000,0
8,100,55000,91667,300000,300000,0
9,100,77274,128791,400000,400000,0
10,100,95268,158781,450000,450000,0
11,100,55521,92535,600000,600000,0
12,100,39058,65097,600000,600000,0
13,100,133870,223117,650000,650000,0
14,100,156995,261659,750000,750000,0
