TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,38020,63368,100000,100000,0
1,100,30591,50986,150000,150000,0
2,100,34180,56968,200000,200000,0
3,100,29939,49899,250000,250000,0
4,100,5695,9492,250000,250000,0
5,100,118510,197518,250000,250000,0
6,100,14769,24616,300000,300000,0
7,100,29732,49554,300000,300000,0
8,100,85819,143033,350000,350000,0
9,100,12417,20695,350000,350000,0
10,100,32301,53836,400000,400000,0
11,100,25696,42827,400000,400000,0
12,100,149988,249981,500000,500000,0
13,100,7698,12830,700000,700000,0
14,100,107522,179204,750000,750000,0
