Task ID,Job ID,Arrival min,Arrival max,Cost min,Cost max,Deadline,Priority
0,0,0,3000,365,3651,30000,30000
0,1,30000,33000,365,3651,60000,60000
0,2,60000,63000,365,3651,90000,90000
0,3,90000,93000,365,3651,120000,120000
0,4,120000,123000,365,3651,150000,150000
0,5,150000,153000,365,3651,180000,180000
0,6,180000,183000,365,3651,210000,210000
0,7,210000,213000,365,3651,240000,240000
0,8,240000,243000,365,3651,270000,270000
0,9,270000,273000,365,3651,300000,300000
0,10,300000,303000,365,3651,330000,330000
0,11,330000,333000,365,3651,360000,360000
0,12,360000,363000,365,3651,390000,390000
0,13,390000,393000,365,3651,420000,420000
0,14,420000,423000,365,3651,450000,450000
0,15,450000,453000,365,3651,480000,480000
0,16,480000,483000,365,3651,510000,510000
0,17,510000,513000,365,3651,540000,540000
0,18,540000,543000,365,3651,570000,570000
0,19,570000,573000,365,3651,600000,600000
0,20,600000,603000,365,3651,630000,630000
0,21,630000,633000,365,3651,660000,660000
0,22,660000,663000,365,3651,690000,690000
0,23,690000,693000,365,3651,720000,720000
0,24,720000,723000,365,3651,750000,750000
0,25,750000,753000,365,3651,780000,780000
0,26,780000,783000,365,3651,810000,810000
0,27,810000,813000,365,3651,840000,840000
0,28,840000,843000,365,3651,870000,870000
0,29,870000,873000,365,3651,900000,900000
0,30,900000,903000,365,3651,930000,930000
0,31,930000,933000,365,3651,960000,960000
0,32,960000,963000,365,3651,990000,990000
0,33,990000,993000,365,3651,1020000,1020000
0,34,1020000,1023000,365,3651,1050000,1050000
0,35,1050000,1053000,365,3651,1080000,1080000
0,36,1080000,1083000,365,3651,1110000,1110000
0,37,1110000,1113000,365,3651,1140000,1140000
0,38,1140000,1143000,365,3651,1170000,1170000
0,39,1170000,1173000,365,3651,1200000,1200000
0,40,1200000,1203000,365,3651,1230000,1230000
0,41,1230000,1233000,365,3651,1260000,1260000
0,42,1260000,1263000,365,3651,1290000,1290000
0,43,1290000,1293000,365,3651,1320000,1320000
0,44,1320000,1323000,365,3651,1350000,1350000
0,45,1350000,1353000,365,3651,1380000,1380000
0,46,1380000,1383000,365,3651,1410000,1410000
0,47,1410000,1413000,365,3651,1440000,1440000
0,48,1440000,1443000,365,3651,1470000,1470000
0,49,1470000,1473000,365,3651,1500000,1500000
0,50,1500000,1503000,365,3651,1530000,1530000
0,51,1530000,1533000,365,3651,1560000,1560000
0,52,1560000,1563000,365,3651,1590000,1590000
0,53,1590000,1593000,365,3651,1620000,1620000
0,54,1620000,1623000,365,3651,1650000,1650000
0,55,1650000,1653000,365,3651,1680000,1680000
0,56,1680000,1683000,365,3651,1710000,1710000
0,57,1710000,1713000,365,3651,1740000,1740000
0,58,1740000,1743000,365,3651,1770000,1770000
0,59,1770000,1773000,365,3651,1800000,1800000
0,60,1800000,1803000,365,3651,1830000,1830000
0,61,1830000,1833000,365,3651,1860000,1860000
0,62,1860000,1863000,365,3651,1890000,1890000
0,63,1890000,1893000,365,3651,1920000,1920000
0,64,1920000,1923000,365,3651,1950000,1950000
0,65,1950000,1953000,365,3651,1980000,1980000
0,66,1980000,1983000,365,3651,2010000,2010000
0,67,2010000,2013000,365,3651,2040000,2040000
0,68,2040000,2043000,365,3651,2070000,2070000
0,69,2070000,2073000,365,3651,2100000,2100000
0,70,2100000,2103000,365,3651,2130000,2130000
0,71,2130000,2133000,365,3651,2160000,2160000
0,72,2160000,2163000,365,3651,2190000,2190000
0,73,2190000,2193000,365,3651,2220000,2220000
0,74,2220000,2223000,365,3651,2250000,2250000
0,75,2250000,2253000,365,3651,2280000,2280000
0,76,2280000,2283000,365,3651,2310000,2310000
0,77,2310000,2313000,365,3651,2340000,2340000
0,78,2340000,2343000,365,3651,2370000,2370000
0,79,2370000,2373000,365,3651,2400000,2400000
0,80,2400000,2403000,365,3651,2430000,2430000
0,81,2430000,2433000,365,3651,2460000,2460000
0,82,2460000,2463000,365,3651,2490000,2490000
0,83,2490000,2493000,365,3651,2520000,2520000
0,84,2520000,2523000,365,3651,2550000,2550000
0,85,2550000,2553000,365,3651,2580000,2580000
0,86,2580000,2583000,365,3651,2610000,2610000
0,87,2610000,2613000,365,3651,2640000,2640000
0,88,2640000,2643000,365,3651,2670000,2670000
