Task ID,Job ID,Arrival min,Arrival max,Cost min,Cost max,Deadline,Priority
0,0,0,100,21009,35015,100000,100000
0,1,100000,100100,21009,35015,200000,200000
0,2,200000,200100,21009,35015,300000,300000
0,3,300000,300100,21009,35015,400000,400000
0,4,400000,400100,21009,35015,500000,500000
0,5,500000,500100,21009,35015,600000,600000
0,6,600000,600100,21009,35015,700000,700000
0,7,700000,700100,21009,35015,800000,800000
0,8,800000,800100,21009,35015,900000,900000
0,9,900000,900100,21009,35015,1000000,1000000
0,10,1000000,1000100,21009,35015,1100000,1100000
0,11,1100000,1100100,21009,35015,1200000,1200000
1,0,0,100,30858,51430,100000,100000
1,1,100000,100100,30858,51430,200000,200000
1,2,200000,200100,30858,51430,300000,300000
1,3,300000,300100,30858,51430,400000,400000
1,4,400000,400100,30858,51430,500000,500000
1,5,500000,500100,30858,51430,600000,600000
1,6,600000,600100,30858,51430,700000,700000
1,7,700000,700100,30858,51430,800000,800000
1,8,800000,800100,30858,51430,900000,900000
1,9,900000,900100,30858,51430,1000000,1000000
1,10,1000000,1000100,30858,51430,1100000,1100000
1,11,1100000,1100100,30858,51430,1200000,1200000
2,0,0,100,19378,32297,150000,150000
2,1,150000,150100,19378,32297,300000,300000
2,2,300000,300100,19378,32297,450000,450000
2,3,450000,450100,19378,32297,600000,600000
2,4,600000,600100,19378,32297,750000,750000
2,5,750000,750100,19378,32297,900000,900000
2,6,900000,900100,19378,32297,1050000,1050000
2,7,1050000,1050100,19378,32297,1200000,1200000
3,0,0,100,64972,108287,150000,150000
3,1,150000,150100,64972,108287,300000,300000
3,2,300000,300100,64972,108287,450000,450000
3,3,450000,450100,64972,108287,600000,600000
3,4,600000,600100,64972,108287,750000,750000
3,5,750000,750100,64972,108287,900000,900000
3,6,900000,900100,64972,108287,1050000,1050000
3,7,1050000,1050100,64972,108287,1200000,1200000
4,0,0,100,24106,40178,400000,400000
4,1,400000,400100,24106,40178,800000,800000
4,2,800000,800100,24106,40178,1200000,1200000
5,0,0,100,323230,538717,600000,600000
5,1,600000,600100,323230,538717,1200000,1200000
