TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,3546,5910,100000,100000,0
1,100,4381,7302,200000,200000,0
2,100,2067,3446,200000,200000,0
3,100,138900,231500,300000,300000,0
4,100,27003,45005,300000,300000,0
5,100,8330,13884,300000,300000,0
6,100,2682,4470,350000,350000,0
7,100,630,1050,400000,400000,0
8,100,27991,46653,450000,450000,0
9,100,77230,128718,500000,500000,0
10,100,3214,5358,600000,600000,0
11,100,9442,15738,700000,700000,0
12,100,12952,21587,750000,750000,0
13,100,2511,4185,750000,750000,0
14,100,41521,69203,900000,900000,0
