TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,8871,14786,100000,100000,0
1,100,10392,17321,100000,100000,0
2,100,10161,16936,150000,150000,0
3,100,5353,8922,200000,200000,0
4,100,15030,25051,200000,200000,0
5,100,18922,31537,200000,200000,0
6,100,25753,42922,250000,250000,0
7,100,2719,4532,300000,300000,0
8,100,6297,10495,350000,350000,0
9,100,18211,30352,350000,350000,0
10,100,30012,50020,500000,500000,0
11,100,49788,82981,500000,500000,0
12,100,17689,29483,500000,500000,0
13,100,26284,43808,600000,600000,0
14,100,73959,123266,900000,900000,0
