TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,1392,2320,100000,100000,0
1,100,7092,11820,150000,150000,0
2,100,24016,40027,200000,200000,0
3,100,38703,64506,200000,200000,0
4,100,11339,18899,200000,200000,0
5,100,13545,22575,200000,200000,0
6,100,6315,10526,250000,250000,0
7,100,1077,1795,250000,250000,0
8,100,4466,7444,500000,500000,0
9,100,91990,153317,600000,600000,0
10,100,48610,81018,600000,600000,0
11,100,27349,45583,700000,700000,0
12,100,68402,114004,700000,700000,0
13,100,25435,42393,800000,800000,0
14,100,15472,25788,800000,800000,0
