TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,3925,6543,100000,100000,0
1,100,1176,1960,100000,100000,0
2,100,8724,14540,100000,100000,0
3,100,861,1436,150000,150000,0
4,100,11351,18919,150000,150000,0
5,100,4945,8243,200000,200000,0
6,100,20082,33470,200000,200000,0
7,100,16776,27961,300000,300000,0
8,100,9531,15885,300000,300000,0
9,100,34732,57888,300000,300000,0
10,100,46858,78097,350000,350000,0
11,100,18912,31520,400000,400000,0
12,100,7230,12050,400000,400000,0
13,100,29397,48996,450000,450000,0
14,100,80920,134868,550000,550000,0
