TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,7273,12123,100000,100000,0
1,100,37689,62815,150000,150000,0
2,100,24810,41350,150000,150000,0
3,100,3055,5093,200000,200000,0
4,100,9879,16465,250000,250000,0
5,100,35439,59066,300000,300000,0
6,100,11238,18731,350000,350000,0
7,100,1156,1928,350000,350000,0
8,100,10299,17166,400000,400000,0
9,100,4353,7256,400000,400000,0
10,100,9087,15146,450000,450000,0
11,100,24159,40266,500000,500000,0
12,100,50104,83508,550000,550000,0
13,100,3803,6339,550000,550000,0
14,100,44308,73848,750000,750000,0
