TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,2418,4030,100000,100000,0
1,100,8598,14331,100000,100000,0
2,100,5289,8815,100000,100000,0
3,100,9070,15118,150000,150000,0
4,100,12174,20290,150000,150000,0
5,100,13415,22359,200000,200000,0
6,100,14542,24238,200000,200000,0
7,100,11080,18467,250000,250000,0
8,100,26295,43825,300000,300000,0
9,100,46443,77406,600000,600000,0
10,100,20853,34755,600000,600000,0
11,100,8820,14701,700000,700000,0
12,100,63009,105016,750000,750000,0
13,100,65704,109507,750000,750000,0
14,100,69719,116199,800000,800000,0
