TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,8103,13506,100000,100000,0
1,100,12007,20013,100000,100000,0
2,100,5671,9453,100000,100000,0
3,100,30654,51090,200000,200000,0
4,100,5055,8426,200000,200000,0
5,100,3483,5805,250000,250000,0
6,100,24432,40721,250000,250000,0
7,100,23712,39520,350000,350000,0
8,100,14316,23860,450000,450000,0
9,100,21287,35479,450000,450000,0
10,100,9676,16128,500000,500000,0
11,100,4470,7450,500000,500000,0
12,100,96685,161142,500000,500000,0
13,100,2802,4671,650000,650000,0
14,100,29319,48866,750000,750000,0
