TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,8157,13595,100000,100000,0
1,100,8950,14917,100000,100000,0
2,100,3351,5585,100000,100000,0
3,100,5160,8601,100000,100000,0
4,100,5935,9893,100000,100000,0
5,100,8488,14147,100000,100000,0
6,100,13414,22358,150000,150000,0
7,100,13092,21821,150000,150000,0
8,100,10747,17913,250000,250000,0
9,100,18061,30102,250000,250000,0
10,100,26497,44162,400000,400000,0
11,100,34810,58018,450000,450000,0
12,100,39953,66589,450000,450000,0
13,100,13912,23187,600000,600000,0
14,100,10211,17019,850000,850000,0
