TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,8214,13690,100000,100000,0
1,100,7699,12832,100000,100000,0
2,100,6440,10734,100000,100000,0
3,100,7356,12261,150000,150000,0
4,100,10659,17766,150000,150000,0
5,100,6060,10101,150000,150000,0
6,100,6232,10387,200000,200000,0
7,100,21611,36019,250000,250000,0
8,100,27655,46093,300000,300000,0
9,100,28018,46697,300000,300000,0
10,100,32754,54590,350000,350000,0
11,100,12800,21334,600000,600000,0
12,100,6564,10940,600000,600000,0
13,100,37086,61811,650000,650000,0
14,100,71863,119772,800000,800000,0
