TaskID,Jitter,BCET,WCET,Period,Deadline,PE
0,100,1707,2846,100000,100000,0
1,100,5223,8705,100000,100000,0
2,100,9481,15802,150000,150000,0
3,100,4490,7484,200000,200000,0
4,100,18923,31539,200000,200000,0
5,100,41913,69855,350000,350000,0
6,100,1496,2494,400000,400000,0
7,100,15871,26452,450000,450000,0
8,100,6109,10183,500000,500000,0
9,100,46101,76835,600000,600000,0
10,100,133525,222542,600000,600000,0
11,100,5067,8446,650000,650000,0
12,100,30159,50266,700000,700000,0
13,100,112489,187482,700000,700000,0
14,100,25619,42699,900000,900000,0
