Task ID,Job ID,Arrival min,Arrival max,Cost min,Cost max,Deadline,Priority
0,0,0,100,12989,14433,250000,250000
0,1,250000,250100,12989,14433,500000,500000
0,2,500000,500100,12989,14433,750000,750000
0,3,750000,750100,12989,14433,1000000,1000000
0,4,1000000,1000100,12989,14433,1250000,1250000
0,5,1250000,1250100,12989,14433,1500000,1500000
0,6,1500000,1500100,12989,14433,1750000,1750000
0,7,1750000,1750100,12989,14433,2000000,2000000
0,8,2000000,2000100,12989,14433,2250000,2250000
0,9,2250000,2250100,12989,14433,2500000,2500000
0,10,2500000,2500100,12989,14433,2750000,2750000
0,11,2750000,2750100,12989,14433,3000000,3000000
0,12,3000000,3000100,12989,14433,3250000,3250000
0,13,3250000,3250100,12989,14433,3500000,3500000
0,14,3500000,3500100,12989,14433,3750000,3750000
0,15,3750000,3750100,12989,14433,4000000,4000000
0,16,4000000,4000100,12989,14433,4250000,4250000
0,17,4250000,4250100,12989,14433,4500000,4500000
1,0,0,100,33381,37091,300000,300000
1,1,300000,300100,33381,37091,600000,600000
1,2,600000,600100,33381,37091,900000,900000
1,3,900000,900100,33381,37091,1200000,1200000
1,4,1200000,1200100,33381,37091,1500000,1500000
1,5,1500000,1500100,33381,37091,1800000,1800000
1,6,1800000,1800100,33381,37091,2100000,2100000
1,7,2100000,2100100,33381,37091,2400000,2400000
1,8,2400000,2400100,33381,37091,2700000,2700000
1,9,2700000,2700100,33381,37091,3000000,3000000
1,10,3000000,3000100,33381,37091,3300000,3300000
1,11,3300000,3300100,33381,37091,3600000,3600000
1,12,3600000,3600100,33381,37091,3900000,3900000
1,13,3900000,3900100,33381,37091,4200000,4200000
1,14,4200000,4200100,33381,37091,4500000,4500000
2,0,0,100,79509,88344,300000,300000
2,1,300000,300100,79509,88344,600000,600000
2,2,600000,600100,79509,88344,900000,900000
2,3,900000,900100,79509,88344,1200000,1200000
2,4,1200000,1200100,79509,88344,1500000,1500000
2,5,1500000,1500100,79509,88344,1800000,1800000
2,6,1800000,1800100,79509,88344,2100000,2100000
2,7,2100000,2100100,79509,88344,2400000,2400000
2,8,2400000,2400100,79509,88344,2700000,2700000
2,9,2700000,2700100,79509,88344,3000000,3000000
2,10,3000000,3000100,79509,88344,3300000,3300000
2,11,3300000,3300100,79509,88344,3600000,3600000
2,12,3600000,3600100,79509,88344,3900000,3900000
2,13,3900000,3900100,79509,88344,4200000,4200000
2,14,4200000,4200100,79509,88344,4500000,4500000
3,0,0,100,111321,123690,300000,300000
3,1,300000,300100,111321,123690,600000,600000
3,2,600000,600100,111321,123690,900000,900000
3,3,900000,900100,111321,123690,1200000,1200000
3,4,1200000,1200100,111321,123690,1500000,1500000
3,5,1500000,1500100,111321,123690,1800000,1800000
3,6,1800000,1800100,111321,123690,2100000,2100000
3,7,2100000,2100100,111321,123690,2400000,2400000
3,8,2400000,2400100,111321,123690,2700000,2700000
3,9,2700000,2700100,111321,123690,3000000,3000000
3,10,3000000,3000100,111321,123690,3300000,3300000
3,11,3300000,3300100,111321,123690,3600000,3600000
3,12,3600000,3600100,111321,123690,3900000,3900000
3,13,3900000,3900100,111321,123690,4200000,4200000
3,14,4200000,4200100,111321,123690,4500000,4500000
4,0,0,100,137975,153306,300000,300000
4,1,300000,300100,137975,153306,600000,600000
4,2,600000,600100,137975,153306,900000,900000
4,3,900000,900100,137975,153306,1200000,1200000
4,4,1200000,1200100,137975,153306,1500000,1500000
4,5,1500000,1500100,137975,153306,1800000,1800000
4,6,1800000,1800100,137975,153306,2100000,2100000
4,7,2100000,2100100,137975,153306,2400000,2400000
4,8,2400000,2400100,137975,153306,2700000,2700000
4,9,2700000,2700100,137975,153306,3000000,3000000
4,10,3000000,3000100,137975,153306,3300000,3300000
4,11,3300000,3300100,137975,153306,3600000,3600000
4,12,3600000,3600100,137975,153306,3900000,3900000
4,13,3900000,3900100,137975,153306,4200000,4200000
4,14,4200000,4200100,137975,153306,4500000,4500000
5,0,0,100,162666,180741,900000,900000
5,1,900000,900100,162666,180741,1800000,1800000
5,2,1800000,1800100,162666,180741,2700000,2700000
5,3,2700000,2700100,162666,180741,3600000,3600000
5,4,3600000,3600100,162666,180741,4500000,4500000
