Task ID,Job ID,Arrival min,Arrival max,Cost min,Cost max,Deadline,Priority
0,0,0,1000,433,4331,10000,10000
0,1,10000,11000,433,4331,20000,20000
0,2,20000,21000,433,4331,30000,30000
0,3,30000,31000,433,4331,40000,40000
0,4,40000,41000,433,4331,50000,50000
0,5,50000,51000,433,4331,60000,60000
0,6,60000,61000,433,4331,70000,70000
0,7,70000,71000,433,4331,80000,80000
0,8,80000,81000,433,4331,90000,90000
0,9,90000,91000,433,4331,100000,100000
0,10,100000,101000,433,4331,110000,110000
0,11,110000,111000,433,4331,120000,120000
0,12,120000,121000,433,4331,130000,130000
0,13,130000,131000,433,4331,140000,140000
0,14,140000,141000,433,4331,150000,150000
0,15,150000,151000,433,4331,160000,160000
0,16,160000,161000,433,4331,170000,170000
0,17,170000,171000,433,4331,180000,180000
0,18,180000,181000,433,4331,190000,190000
0,19,190000,191000,433,4331,200000,200000
0,20,200000,201000,433,4331,210000,210000
0,21,210000,211000,433,4331,220000,220000
0,22,220000,221000,433,4331,230000,230000
0,23,230000,231000,433,4331,240000,240000
1,0,0,3000,271,2718,30000,30000
1,1,30000,33000,271,2718,60000,60000
1,2,60000,63000,271,2718,90000,90000
1,3,90000,93000,271,2718,120000,120000
1,4,120000,123000,271,2718,150000,150000
1,5,150000,153000,271,2718,180000,180000
1,6,180000,183000,271,2718,210000,210000
1,7,210000,213000,271,2718,240000,240000
2,0,0,3000,812,8123,30000,30000
2,1,30000,33000,812,8123,60000,60000
2,2,60000,63000,812,8123,90000,90000
2,3,90000,93000,812,8123,120000,120000
2,4,120000,123000,812,8123,150000,150000
2,5,150000,153000,812,8123,180000,180000
2,6,180000,183000,812,8123,210000,210000
2,7,210000,213000,812,8123,240000,240000
3,0,0,6000,2188,21888,60000,60000
3,1,60000,66000,2188,21888,120000,120000
3,2,120000,126000,2188,21888,180000,180000
3,3,180000,186000,2188,21888,240000,240000
4,0,0,8000,325,3252,80000,80000
4,1,80000,88000,325,3252,160000,160000
4,2,160000,168000,325,3252,240000,240000
