Task ID,Job ID,Arrival min,Arrival max,Cost min,Cost max,Deadline,Priority
0,0,0,2000,1173,11737,20000,20000
0,1,20000,22000,1173,11737,40000,40000
0,2,40000,42000,1173,11737,60000,60000
0,3,60000,62000,1173,11737,80000,80000
0,4,80000,82000,1173,11737,100000,100000
0,5,100000,102000,1173,11737,120000,120000
0,6,120000,122000,1173,11737,140000,140000
0,7,140000,142000,1173,11737,160000,160000
0,8,160000,162000,1173,11737,180000,180000
1,0,0,2000,1149,11491,20000,20000
1,1,20000,22000,1149,11491,40000,40000
1,2,40000,42000,1149,11491,60000,60000
1,3,60000,62000,1149,11491,80000,80000
1,4,80000,82000,1149,11491,100000,100000
1,5,100000,102000,1149,11491,120000,120000
1,6,120000,122000,1149,11491,140000,140000
1,7,140000,142000,1149,11491,160000,160000
1,8,160000,162000,1149,11491,180000,180000
2,0,0,3000,1979,19796,30000,30000
2,1,30000,33000,1979,19796,60000,60000
2,2,60000,63000,1979,19796,90000,90000
2,3,90000,93000,1979,19796,120000,120000
2,4,120000,123000,1979,19796,150000,150000
2,5,150000,153000,1979,19796,180000,180000
3,0,0,6000,2990,29906,60000,60000
3,1,60000,66000,2990,29906,120000,120000
3,2,120000,126000,2990,29906,180000,180000
4,0,0,9000,4322,43222,90000,90000
4,1,90000,99000,4322,43222,180000,180000
